topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
37C1,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=Cqt4LjHnMEA,~8 min,Gas exchange focus; visual annotation of lungs at 3:45; Spanish available,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0171
37C1,video,Immune System (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=PSRJfaAYkW4,~9 min,Clear cell roles; antibodies,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0312
37C1,video,Human Body Systems Overview,Amoeba Sisters,https://www.youtube.com/watch?v=HKV3Z012x_s,~10 min,Quick reference; system interactions,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0319
37C1,video,Respiratory System,Amoeba Sisters,https://www.youtube.com/watch?v=bomvWpVTonQ,~8 min,Alveoli structure; diffusion,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0321
37C1,video,Nervous System,Amoeba Sisters,https://www.youtube.com/watch?v=AiZ7-mlIB8k,~9 min,Neuron structure; action potential basics,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0322
37C1,interactive,Heart Anatomy & Blood Flow,CK-12,https://flexbooks.ck12.org/cbook/ck-12-college-human-biology-flexbook-2.0/section/16.3/,~20 min,Pre-teach: atrium ventricle artery vein. Interactive PLIX module.,yes,1,,,,,,,,,
37C1,video,"The Heart, Part 1 - Under Pressure",Crash Course A&P,https://www.youtube.com/watch?v=X9ZZ6tcxArI,~10 min,More detailed than Amoeba Sisters. 0.75x for ELLs.,,,fast,medium,,,4,medium,Crash Course,,V0453
37C1,video,Immune System,Crash Course Biology 2023,https://www.youtube.com/watch?v=fSEFXl2XQpc,~13 min,0.75x; vocab list,,,fast,medium,,,4,high,Crash Course,,V0070
37C1,video,Endocrine System,Crash Course Biology,https://www.youtube.com/watch?v=eWHH9je2zG4,~10 min,0.75x; hormone names,,,fast,medium,,,4,medium,Crash Course,,V0076
37C1,video,Nervous System,Crash Course Biology,https://www.youtube.com/watch?v=x4PPZCLnVkA,~10 min,0.75x; neuron structure,,,fast,medium,,,4,medium,Crash Course,,V0077
37C1,video,Targeting Infected Cells - Immune Defense,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/targeting-infected-cells-immune-defense,varies,"Pre-teach: MHC, CTL",,,,medium,,,4,high,,,V0085
37C1,video,You Are Immune Against Every Disease,Kurzgesagt,https://www.youtube.com/watch?v=LmpuerlbJu0,~10 min,Fast-paced; stunning visuals; pre-teach vocabulary,,,,medium,,,4,high,,,V0345
37C2,video,Circulatory System and Pathway of Blood Through the Heart,Amoeba Sisters,youtube.com/watch?v=CWFyxn0qDEU,~9 min,"Blood components, heart chambers, valves, blood pathway",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0226
37C2,video,Circulatory System and Pathway of Blood Through the Heart,Amoeba Sisters,https://www.youtube.com/watch?v=_vZ0lefPg_0,~8 min,"Pre-teach: atrium, ventricle, valve. Includes self-quiz. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0452
37C2,video,Gas Exchange - MedlinePlus,MedlinePlus,https://medlineplus.gov/ency/anatomyvideos/000059.htm,~2 min,"Alveoli-capillary membrane, diffusion visualization",yes,1,,shallow,,,3,,,,V0234
37C2,video,Circulatory & Respiratory Systems (Crash Course),Crash Course,youtube.com/watch?v=WnPo8CqM6U,~10 min,"Heart anatomy, blood vessels, gas exchange connection",,,fast,medium,,,4,,Crash Course,,V0227
37C2,video,Water: A Polar Molecule,Bozeman Science,https://www.youtube.com/watch?v=iOOvX0jmhJ4,~8 min,Ties polarity to all water properties. Good depth.,,,medium,medium,,,4,high,Bozeman Science,,V0455
37C2,video,Gas Exchange and Transport,JoVE,https://www.jove.com/science-education/v/10884,~5 min,"Partial pressure, diffusion gradients, alveoli",,,,medium,,,4,,,,V0233
37C2,video,"Blood Vessels, Part 1 - Form and Function: Crash Course Anatomy & Physiology #27",Crash Course,https://www.youtube.com/watch?v=v43ej5lCeBo,~9 min,"Pre-teach: artery, vein, capillary, blood pressure, vasoconstriction, vasodilation",,,fast,medium,,,4,high,Crash Course,,V0540
38A,video,Homeostasis and Feedback Loops,Amoeba Sisters,https://www.youtube.com/watch?v=Iz0Q9nTZCw4,~8 min,Thermostat analogy; blood sugar,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0318
38A,video,The Endocrine System,Crash Course,https://www.youtube.com/watch?v=eWHH9je2zG4,Unknown,"Pre-teach: negative feedback, receptor binding, ligand.",,,fast,medium,,,4,medium,Crash Course,,V0076
38A,video,018 - Positive and Negative Feedback Loops,Bozeman Science,https://www.youtube.com/watch?v=CLv3SkF_Eag,~14 min,"Covers homeostasis definition, internal environment, stable conditions, negative feedback, thermoregulation, positive feedback.",,,medium,medium,,,4,,Bozeman Science,,V0506
38A,video,Introduction to Anatomy & Physiology: Crash Course Anatomy & Physiology #1,Crash Course,https://www.youtube.com/watch?v=uBGl2BujkPQ,~11 min,"Pre-teach: homeostasis, anatomy, physiology, feedback loop, internal environment",,,fast,medium,,,4,high,Crash Course,,V0541
38B1,video,Homeostasis and Negative/Positive Feedback,Amoeba Sisters,https://www.youtube.com/watch?v=Iz0Q9nTZCw4,~6 min,"Pre-teach: set point, feedback loop. Clear negative vs positive comparison. TIER 2 GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0318
38B1,video,018 - Positive and Negative Feedback Loops,Bozeman Science,https://www.youtube.com/watch?v=CLv3SkF_Eag,~14 min,"Covers negative feedback, thermoregulation, blood glucose, set point, counteract, homeostasis.",,,medium,medium,,,4,,Bozeman Science,,V0506
38B2,video,Homeostasis and Feedback Loops,Amoeba Sisters,https://www.youtube.com/watch?v=Iz0Q9nTZCw4,~8 min,Thermostat analogy; blood sugar,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0318
4,video,Carbon and Nitrogen Cycles,Amoeba Sisters,youtube.com/watch?v=leHy-Y_8nRs,~7 min,"Carbon reservoirs, nitrogen fixation, denitrification",yes,1,slow,medium,,,4,,Amoeba Sisters,,V0220
4,video,Carbon and Nitrogen Cycles,Amoeba Sisters,https://www.youtube.com/watch?v=A2EgpBsyMa8,~8 min,Clear cycle diagrams; human impact,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0314
4,video,Climate Change: The Water Cycle,NASA Global Precipitation Measurement,https://gpm.nasa.gov/education/videos/water-cycle,Unknown,"Pre-teach: transpiration, runoff, condensation.",yes,1,,shallow,,,3,high,,,V0405
4,interactive,Exploring the Keeling Curve,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-keeling-curve,~30 min,Pre-teach: carbon dioxide atmosphere cycle. Interactive data exploration.,yes,1,,,,,,,,,
4,video,Following the Carbon Cycle,NOAA Climate.gov,https://www.climate.gov/maps-data/primer/carbon-cycle,Unknown,"Pre-teach: carbon reservoirs, anthropogenic impact.",,,,medium,,,4,high,,,V0406
4,video,Human Impacts on the Nitrogen Cycle,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/nitrogen-cycle,Unknown,"Pre-teach: Haber-Bosch process, eutrophication.",,,,medium,,,4,high,,,V0411
4,video,The Hydrologic and Carbon Cycles (Crash Course Ecology #8),Crash Course,youtube.com/watch?v=2D7hZpIYlCA,~10 min,"Water cycle, carbon cycle, reservoirs",,,fast,medium,,,4,,Crash Course Ecology,,V0219
5A,video,"Amoeba Sisters video recap worksheet: Food webs, energy pyramids, intro to biodiversity (PDF)",Amoeba Sisters (PDF),https://www.amoebasisters.com/uploads/2/1/9/0/21902384/video_recap_of_food_webs_energy_pyramids_and_intro_to_biodiversity_by_amoeba_sisters.pdf,Worksheet,Use as viewing guide + exit ticket; good for ELL structure,yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0196
5A,video,Biodiversity: Why it Matters,Khan Academy,https://www.khanacademy.org/science/biology/ecology/biodiversity-and-ecosystem-stability,Unknown,"Pre-teach: genetic diversity, ecosystem services.",yes,1,medium,shallow,,,3,high,,,V0410
5A,video,Ecological Succession,Amoeba Sisters,https://www.youtube.com/watch?v=jZKIHe2LDP8,~7 min,Forest fire example; pioneer species,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0316
5A,video,Food Webs and Energy Pyramids: Bedrocks of Biodiversity,Amoeba Sisters,https://www.youtube.com/watch?v=Vtb3I8Vzlfg,~9:00,Comprehensive; 10% rule included,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0173
5A,video,Why Is Biodiversity Important?,California Academy of Sciences,https://www.youtube.com/watch?v=b6Ua_zWDH6U,~4 min,Short; clear importance statement,yes,1,,shallow,,,3,medium,,,V0380
5A,video,Properties of Water,Amoeba Sisters,https://www.youtube.com/watch?v=3jwAGWky98c,~7 min,"Covers water properties, evaporation, hydrogen bonds, specific heat, cohesion, adhesion, surface tension.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0430
5A,interactive,BiomeViewer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/biomeviewer,Interactive,Pre-teach: biome climate biodiversity. Drop pins on globe. Excellent for ELLs.,yes,1,,,,,,,,,
5A,video,Biodiversity,Bozeman Science,https://www.youtube.com/watch?v=bN5s6Q7Jh0E,~8 min,Importance; threats; conservation,,,medium,medium,,,4,high,Bozeman Science,,V0339
5A,video,Communities,Bozeman Science,https://www.youtube.com/watch?v=dJdK3ZKNFsg,~14 min,Competitive exclusion; keystone,,,medium,medium,,,4,high,Bozeman Science,,V0342
5A,interactive,Exploring Biomes in Gorongosa,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-biomes-gorongosa-national-park,~45 min,Pre-teach: savanna grassland precipitation. Climate graph practice.,,,,,,,,,,,
5B,video,Climate Change: The Water Cycle,NASA Global Precipitation Measurement,https://gpm.nasa.gov/education/videos/water-cycle,Unknown,"Pre-teach: transpiration, runoff, condensation.",yes,1,,shallow,,,3,high,,,V0405
5B,video,Human Impact on Ecosystems,Amoeba Sisters,https://www.youtube.com/watch?v=TbJ83FxJo98,~8 min,Timely; action-oriented,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0383
5B,video,Microplastic Pollution,TED-Ed,https://www.youtube.com/watch?v=RS7IzU2VJIQ,Unknown,"Pre-teach: bioaccumulation, biomagnification.",yes,1,,shallow,,,3,high,,,V0431
5B,video,The Anthropocene,National Geographic,https://www.nationalgeographic.com/environment/article/anthropocene,Unknown,Exit ticket: List 3 ways humans have altered the geological record.,yes,1,,shallow,,,3,medium,,,V0426
5B,video,The Guide: A Biologist in Gorongosa,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/guide-biologist-gorongosa,~15 min,Engaging story; conservation careers,yes,1,,shallow,,,3,medium,,,V0395
5B,interactive,BiomeViewer - Anthrome Layer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/biomeviewer,Interactive,Pre-teach: anthrome human impact development. Compare 1700 to 2000.,yes,1,,,,,,,,,
5B,video,Climate Change: Earth's Energy Budget,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/climate-change-earths-energy-budget,~14 min,"Pre-teach: albedo, greenhouse gases, energy balance",,,,medium,,,4,high,,,V0274
5B,video,Human Impacts on the Nitrogen Cycle,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/nitrogen-cycle,Unknown,"Pre-teach: Haber-Bosch process, eutrophication.",,,,medium,,,4,high,,,V0411
6,interactive,Lionfish Invasion: Population Dynamics,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/lionfish-invasion,Interactive,Pre-teach: exponential vs. logistic growth models.,yes,1,,shallow,,,3,,,,V0437
6,simulation,Population Genetics Explorer,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/population-genetics-explorer,~60 min,Pre-teach: population allele frequency. Full simulator with graphs.,yes,1,,,,,,,,,
6,video,Population Ecology,Bozeman Science,https://www.youtube.com/watch?v=RBOsqmBQBQk,~11 min,Logistic vs exponential; limiting factors,,,medium,medium,,,4,high,Bozeman Science,,V0341
6,simulation,Natural Selection,PhET,https://phet.colorado.edu/en/simulations/natural-selection,Interactive,Pre-teach: mutation selection trait. Bunny breeding sim - very engaging.,,,slow,,,,,,,,
7A,video,Circulatory System and Pathway of Blood Through the Heart,Amoeba Sisters,https://www.youtube.com/watch?v=_vZ0lefPg_0,~8 min,"Pre-teach: atrium, ventricle, valve. Includes self-quiz. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0452
7A,video,Ionic Bonding Introduction,Tyler DeWitt,https://youtu.be/Qf07-8Jhhpc,~5 min,"Pre-teach: valence electrons, charge. Fast but clear. CRITICAL GAP FILL.",yes,1,,shallow,,,3,high,,,V0448
7A,video,What Is The Evidence For Evolution? (whale embryology/anatomy),Stated Clearly,https://www.statedclearly.com/videos/what-is-the-evidence-for-evolution/,~12:00,Exceptional animation; covers embryology via whale evolution,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0178
7A,video,The Chemistry of Water,Amoeba Sisters,https://www.youtube.com/watch?v=3jwAGWky98c,,"Pre-teach: polarity, hydrogen bonding, adhesion/cohesion.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0430
7A,video,pH Scale: Basics,PhET,https://phet.colorado.edu/en/simulations/ph-scale-basics,Interactive,"Pre-teach: H+ concentration, logarithmic scale.",yes,1,slow,shallow,,,3,high,,,V0438
7A,video,Enzymes (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=qgVFkRn8f10,~7 min,"Pre-teach: reactant, product, activation energy, substrate, active site",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0287
7A,simulation,Build an Atom,PhET,https://phet.colorado.edu/en/simulations/build-an-atom,Interactive,Pre-teach: proton neutron electron. Drag particles to build atoms. Has game mode.,yes,1,slow,,,,,,,,
7A,video,Comparative Anatomy,Crash Course Biology,https://www.youtube.com/watch?v=rSfxNM0SKs8,10:26,0.75x; vocab list,,,fast,medium,,,4,medium,Crash Course,,V0075
7A,video,Crash Course Anatomy & Physiology Full Playlist,Crash Course,https://www.youtube.com/playlist?list=PL8dPuuaLjXtOAKed_MxxWBNaPno5h3Zs8,Playlist,Body systems deep coverage,,,fast,medium,,,4,high,Crash Course,,V0249
7A,video,Electron Transport Chain,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/electron-transport-chain,3:47,"Pre-teach: complexes I-IV, proton gradient",,,,medium,,,4,high,,,V0031
7A,video,"Evidence for Evolution (Fossils, Anatomy, Embryology, Biogeography, DNA)",Bozeman Science,http://www.bozemanscience.com/evidence-for-evolution,~15:00,Comprehensive overview; may need chunking; covers embryology and biogeography together,,,medium,medium,,,4,high,Bozeman Science,,V0164
7A,video,How Neurons Signal,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/neuron-action-potential,Unknown,"Pre-teach: action potential, neurotransmitters, ion channels.",,,,medium,,,4,high,,,V0424
7A,video,Photosynthesis: Light Reactions,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/photosynthesis-light-reactions,~4 min,"Pre-teach: photosystem, electron carrier, chlorophyll; pair with Calvin cycle",,,,medium,,,4,high,,,V0264
7A,video,The Endocrine System,Crash Course,https://www.youtube.com/watch?v=eWHH9je2zG4,Unknown,"Pre-teach: negative feedback, receptor binding, ligand.",,,fast,medium,,,4,medium,Crash Course,,V0076
7A,video,"The Heart, Part 1 - Under Pressure",Crash Course A&P,https://www.youtube.com/watch?v=X9ZZ6tcxArI,~10 min,More detailed than Amoeba Sisters. 0.75x for ELLs.,,,fast,medium,,,4,medium,Crash Course,,V0453
7A,video,The Immune System Explained,Kurzgesagt,https://www.youtube.com/watch?v=lXfEK8G8CUI,Unknown,"0.75x speed; Pre-teach: B-cells, T-cells, antigens.",,,,shallow,,,3,,,,V0223
7A,video,Your Inner Fish (Episode 1),PBS/HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/your-inner-fish,~55 min,"Chunk into segments; pre-teach: lobe-finned fish, homology",,,,medium,,,4,medium,,,V0271
7A,video,Chemical Reactions in Biology: Crash Course Biology #26,Crash Course,https://www.youtube.com/watch?v=62cN8Z5Velo,~13 min,"Covers chemical reactions, reactants, products, exergonic, endergonic, ATP, enzymes, activation energy.",,,fast,medium,,,4,,Crash Course Biology,,V0481
7B,video,Ionic Bonding Introduction,Tyler DeWitt,https://youtu.be/Qf07-8Jhhpc,~5 min,"Pre-teach: valence electrons, charge. Fast but clear. CRITICAL GAP FILL.",yes,1,,shallow,,,3,high,,,V0448
7B,video,The Chemistry of Water,Amoeba Sisters,https://www.youtube.com/watch?v=3jwAGWky98c,,"Pre-teach: polarity, hydrogen bonding, adhesion/cohesion.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0430
7B,video,pH Scale: Basics,PhET,https://phet.colorado.edu/en/simulations/ph-scale-basics,Interactive,"Pre-teach: H+ concentration, logarithmic scale.",yes,1,slow,shallow,,,3,high,,,V0438
7B,simulation,Build a Molecule,PhET,https://phet.colorado.edu/en/simulations/build-a-molecule,Interactive,Pre-teach: covalent bond molecule element. Build molecules - see 3D structures.,yes,1,slow,,,,,,,,
7B,video,"Chemical Bonds (Ionic, Covalent, Hydrogen)",Bozeman Science,https://www.bozemanscience.com/chemical-bonds,~10 min,Bio-appropriate framing. Good bridge to water properties.,,,medium,medium,,,4,high,Bozeman Science,,V0449
